MasterIndex,Patent,IssueDate,AppDate,OrigAppDate,ReissueOf,Renewal,Continuation,Division,Class,Subclass,OtherClasses,IPCCodes,Claims,NumInventors,FirstInventor,InvCity,InvState,InvCountry,Assignee,AssCity,AssState,AssCountry,NumRefs,NumUSRefs,NumUtilityRefs,NumDesignRefs,NumPlantRefs,NumReissueRefs,NumForReferences,OCPDate,MCPDate,USPQDocketNum,DJ,PatDef,DCPub,DCEdition,DCVolume,DCPage,DCNumPatents,DCDecision,DCState,District,CAFCEra,DistDate,Patentee,AllegInf,AllegInf2,ACPub,ACEdition,ACVolume,ACPage,ACNumPatents,FirstAC,ACDate,Affirmed,ACDecision,DC2ndDecDate,DC2ndCite,DC2ndDec,AC2ndDecDate,AC2ndCite,AC2ndDecision
62,1100319,6/16/14,3/14/14,3/14/14,na,0,0,0,36,7.3,36/1; 36/138; 36/87,A43B,3,1,"Moore, Harlan",New York,NY,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,1,NINF,DC,na,0,unknown,Harlan Moore ,Lansburgh & Bros.,none,1,1,16,103,1,DC,1/16/33,1,affirmed,na,na,na,na,na,na
63,1100767,6/23/14,11/26/04,11/26/04,na,0,0,0,187,380,187/389,na,17,1,"Newbury, Henry F.",New York,NY,US,Elevator Supply & Repair Company,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,1,1,2,87,1,NINF,DE,na,0,6/14/29,"Elevator Supplies Co., Inc.",Graham and Norton Co.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
64,1102130,6/30/14,5/22/09,5/22/09,na,0,0,0,15,334,15/359; 15/401,A47L,9,1,"Bennett, George S.",San Francisco,CA,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,4386,0,0,1,1,8,170,1,NINF,NY,ED,0,1/30/31,John J. Duffie,"Brooklyn Edison Co., Inc.",none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
65,1102152,6/30/14,3/16/14,3/16/14,na,0,0,0,417,54,166/267; 208/340; 417/77; 95/288; 95/39,na,4,1,"Jones, Philip",Santa Maria,CA,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,870,0,0,1,1,4,22,1,INV,OK,WD,0,12/15/29,"Jones-McLaughlin, Inc.",Amerada Petroleum Corp.,none,1,1,8,417,1,10,3/5/31,1,affirmed,na,na,na,na,na,na
66,1104589,7/21/14,10/15/09,10/15/09,na,0,0,0,451,157,125/11.01; 125/11.06; 451/403,na,8,2,"Ward, Frederick Alexander",Toledo,OH,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,454,0,0,1,1,12,152,4,V&I,MI,ED,0,12/30/31,Gear Grinding Machine Co.,Detroit Gear and Machine Co.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
67,1104589,7/21/14,10/15/09,10/15/09,na,0,0,0,451,157,125/11.01; 125/11.06; 451/403,na,8,2,"Ward, Frederick Alexander",Toledo,OH,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,4,V&I,MI,ED,0,unknown,Gear Grinding Machine Co.,Reo Motor Car Co.,none,1,1,6,9,4,6,6/13/30,1,affirmed,na,na,na,na,na,na
68,1105037,7/28/14,3/11/14,3/11/14,na,0,0,0,292,320,none,G09F,7,1,"Murray, Thomas E.",New York,NY,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,4933,0,0,1,1,8,143,1,NINF,NY,ED,0,2/5/31,Metropolitan Device Corp.,American Casting and Mfg. Corp.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
69,1107700,8/18/14,1/6/13,1/6/13,na,0,0,0,215,382,D7/523,B65D,1,1,"Pick, Hugo",Chicago,IL,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,1,NINF,IL,ND,0,unknown,The Libbey Glass Mfg. Co.,Albert Pick & Co.,none,1,1,16,410,1,7,2/1/33,1,affirmed,na,na,na,na,na,na
70,1107808,8/18/14,10/2/13,5/12/08,na,1,0,0,474,236,305/50; 59/78,F16G,14,1,"Locke, Sylvanus D.",Bridgeport,CT,US,Locke Steel Belt Company,Bridgeport,CT,US,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,3,INV,IL,ND,0,unknown,The Locke Steel Chain Co.,Link Belt Co.,none,1,1,5,544,3,7,3/19/30,1,affirmed,na,na,na,na,na,na
71,1107831,8/18/14,5/12/08,5/12/08,na,0,0,0,59,6,none,B21L,16,1,"Osswald, Herman",Brooklyn,NY,US,Locke Steel Chain Company,Great River,NY,US,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,3,INV,IL,ND,0,unknown,The Locke Steel Chain Co.,Link Belt Co.,none,1,1,5,544,3,7,3/19/30,1,affirmed,na,na,na,na,na,na
72,1115795,11/3/14,1/16/08,1/16/08,na,0,0,0,244,221,none,B64C,9,1,"Renault-Pelterie, Robert",Boulogne-sur-Seine,na,FR,none,na,na,omitted,na,na,na,na,na,na,na,na,na,4842,0,0,1,1,12,397,1,NINF,NY,ED,0,2/29/32,Robert Esnault-Pelterie,Chance Vought Corp.,none,1,1,18,248,1,2,7/17/33,1,affirmed,na,na,na,na,na,na
73,1115795,11/3/14,1/16/08,1/16/08,na,0,0,0,244,221,none,B64C,9,1,"Renault-Pelterie, Robert",Boulogne-sur-Seine,na,FR,none,na,na,omitted,na,na,na,na,na,na,na,na,na,D-388,0,0,1,1,27,272,1,V&I,na,USCC,0,11/4/35,Rosert Esnault-Pelterie,United States,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
74,1122011,12/22/14,10/2/12,10/2/12,na,0,0,0,378,107,315/260; 315/268; 378/124; 378/134; 378/136,H05G,21,1,"Lilienfield, Julius Edgar",Leipzig,na,DE,none,na,na,omitted,na,na,na,na,na,na,na,na,na,22-323,0,0,1,1,5,206,1,NINF,NY,SD,0,3/31/30,"The Chemical Foundation, Inc.",General Electric Co.,Victor X-ray Corp.,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
75,1125475,1/19/15,12/29/13,12/29/13,na,0,0,0,124,28,none,F41A,12,1,"Clark, James M.",Buffalo,NY,US,"Clark Patents Company, Inc.",Buffalo,NY,US,na,na,na,na,na,na,na,na,na,notcapt,0,0,1,1,2,242,1,V&I,NY,WD,0,7/8/29,"Claude Neon Lights, Inc.",Sun Ray Neon Corp. et al,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
76,1125476,1/19/15,11/9/11,11/9/11,na,0,0,0,313,643,220/2.2; 313/44; 445/26; 445/55; 445/57,H01J,2,1,"Claude, Georges",Paris,na,FR,none,na,na,omitted,na,na,na,na,na,na,na,na,na,2382,0,0,1,1,3,101,1,V&I,OH,ND,0,9/26/29,The Bellows-Claude-Neon Co.,Sun Ray Gas Corp. et al.,none,1,1,9,433,1,6,5/12/31,1,affirmed,na,na,na,na,na,na
77,1125476,1/19/15,11/9/11,11/9/11,na,0,0,0,313,643,220/2.2; 313/44; 445/26; 445/55; 445/57,H01J,2,1,"Claude, Georges",Paris,na,FR,none,na,na,omitted,na,na,na,na,na,na,na,na,na,601,0,0,1,1,5,37,1,INV,WA,WD,0,3/28/30,"Claude Neon Electrical Products, Inc.",Brilliant Tube Sign Co.,none,1,1,8,512,1,9,3/23/31,0,rev(V&I),na,na,na,na,na,na
78,1125476,1/19/15,11/9/11,11/9/11,na,0,0,0,313,643,220/2.2; 313/44; 445/26; 445/55; 445/57,H01J,2,1,"Claude, Georges",Paris,na,FR,none,na,na,omitted,na,na,na,na,na,na,na,na,na,E-50-57,0,0,1,1,10,131,1,V&I,NY,SD,0,8/13/31,"Claude Neon Lights, Inc.",Federal Neon Tube Corp. et al.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
79,1125476,1/19/15,11/9/11,11/9/11,na,0,0,0,313,643,220/2.2; 313/44; 445/26; 445/55; 445/57,H01J,2,1,"Claude, Georges",Paris,na,FR,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,1,NINF,NY,ED,0,unknown,"Claude Neon Lights, Inc.","E. Machlett & Son and Rainbow Light, Inc.",none,1,1,3,220,1,2,11/11/29,1,affirmed,na,na,na,na,na,na
80,1127820,2/9/15,9/20/13,9/20/13,na,0,0,0,446,70,D21/655,A63H,8,1,"Strong, Grace Rumage",Stapleton,NY,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,4164,0,0,1,1,16,200,1,INV,NJ,na,0,1/20/33,Grace E. Strong,J. Chein & Co.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
81,1128144,2/9/15,10/14/04,10/14/04,na,0,0,0,269,43,217/12R,na,40,2,"Inwood, Richard G.",South Bend,IN,US,Wirebounds Patents Company,Kittery,ME,US,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,3,INV,MI,WD,0,unknown,Wirebounds Patent Co. et al.,Saranac Automatic Machine Corp.,none,1,1,4,256,3,6,1/24/30,0,~R&R,na,na,na,na,na,na
82,1128145,2/9/15,10/27/04,10/27/04,na,0,0,0,227,39,227/155,na,66,2,"Inwood, Richard G.",South Bend,IN,US,Wirebounds Patents Company,Kittery,ME,US,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,3,INV,MI,WD,0,unknown,Wirebounds Patent Co. et al.,Saranac Automatic Machine Corp.,none,1,1,4,256,3,6,1/24/30,0,rev(V&I),na,na,na,na,na,na
83,1128252,2/9/15,4/21/14,10/4/04,na,0,0,1,29,432.2,144/7; 217/12R,na,17,2,"Inwood, Richard G.",South Bend,IN,US,Wirebounds Patents Company,Kittery,ME,US,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,3,INV,MI,WD,0,unknown,Wirebounds Patent Co. et al.,Saranac Automatic Machine Corp.,none,1,1,4,256,3,6,1/24/30,0,~R&R,na,na,na,na,na,na
84,1128252,2/9/15,4/21/14,10/4/04,na,0,0,1,29,432.2,144/7; 217/12R,na,17,2,"Inwood, Richard G.",South Bend,IN,US,Wirebounds Patents Company,Kittery,ME,US,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,1,INV,MI,WD,0,unknown,Wirebounds Patent Co. and 4-One Box Machine Makers,Saranac Automatic Machine Corp.,none,1,1,18,171,1,6,6/30/33,1,affirmed,na,na,na,na,na,na
85,1128292,2/16/15,1/3/14,1/3/14,na,0,0,0,330,65,313/301; 330/118; 379/338,H03F,7,1,"Colpitts, Edwin Henry",East Orange,NJ,US,Western Electric Company,New York,NY,US,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,5,V&I,NY,WD,0,unknown,"Western Electric Co., Inc., Electrical Research Products, Inc., and AT&T Co.",Sol. Wallerstein,none,1,1,15,9,5,2,8/22/32,0,rev(INV),na,na,na,na,na,na
86,1130614,3/2/15,3/11/12,3/11/12,na,0,0,0,40,669,none,G09F,3,1,"Kohnle, Frederick",Dayton,OH,US,The Monarch Tag Company,na,na,omitted,na,na,na,na,na,na,na,na,na,5247,0,0,1,1,12,113,3,V&I,NY,ED,0,12/14/31,Monarch Marking System Co.,A. Kimball Co.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
87,1131683,3/16/15,1/28/14,1/28/14,na,0,0,0,290,7,122/14.2; 126/351.1; 126/374.1; 236/15R; 236/26R; 236/33; 236/74R; 290/50,na,6,1,"Doble, John A.",Waltham,MA,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,2,V&I,CA,ND,0,unknown,Doble Laboratories,Thomas Day Co.,none,1,1,6,86,2,9,7/7/30,0,rev(NINF),na,na,na,na,na,na
88,1132186,3/16/15,12/29/13,12/29/13,na,0,0,0,340,915,none,G08G,9,1,"Kelley, Elmer W.",Rochester,NY,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,4391,0,0,1,1,30,170,1,NINF,NJ,na,0,6/16/36,Elmer W. Kelley and General Street Signal Corp.,City of Atlantic City and Harry Bacharach,none,1,1,32,584,1,3,3/11/37,1,affirmed,na,na,na,na,na,na
89,1132258,3/16/15,11/27/14,11/27/14,na,0,0,0,241,28,241/293,na,4,1,"Hall, Edward M.",Deferiet,NY,US,Hall Process Corporation,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,2,V&I,NY,ND,0,unknown,"Wood Grinding Service, Inc.",International Burr Corp.,none,1,1,2,434,2,2,7/22/29,0,rev(INV),na,na,na,na,na,na
90,1133251,3/30/15,6/12/12,6/12/12,na,0,0,0,172,798,172/507; 172/799; 180/41; 180/906; 280/80.1; 301/128; 301/132,E02F,41,1,"Adams, Roy E.",Indianapolis,IN,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,1,INV,OH,ND,0,unknown,Roy E. Adams et al.,The Galion Iron Works & Mfg. Co.,none,1,1,6,69,1,6,6/28/30,1,affirmed,na,na,na,na,na,na
91,1140299,5/18/15,3/30/14,3/30/14,na,0,0,0,29,38A,29/42; 408/45; 451/393; 451/403; 74/346; 74/817; 74/822,B23Q,92,1,"Conradson, Conrad M.",Madison,WI,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,1,INV,CT,na,0,unknown,"Joseph T. Ryerson & Son, Inc.",Bullard Machine Tool Co.,none,1,1,27,64,1,2,8/12/35,1,affirmed,na,na,na,na,na,na
92,1140469,5/25/15,5/1/12,5/1/12,na,0,0,0,114,348,114/183R,B63C,5,1,"Lundin, Andreas P.",Bayside,NY,US,Welin Marine Equipment Company,na,na,omitted,na,na,na,na,na,na,na,na,na,4427,0,0,1,1,4,374,1,V&I,NY,ED,0,2/28/30,Welin Davit & Boat Corp.,C.M. Lane Life Boat Co.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
93,1140469,5/25/15,5/1/12,5/1/12,na,0,0,0,114,348,114/183R,B63C,5,1,"Lundin, Andreas P.",Bayside,NY,US,Welin Marine Equipment Company,na,na,omitted,na,na,na,na,na,na,na,na,na,L-324,0,0,1,1,20,206,1,V&I,na,USCC,0,2/5/34,Welin Davit & Boat Corp.,The United States,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
94,1141402,6/1/15,6/19/13,6/19/13,na,0,0,0,361,508,205/148; 252/62.2,H01G,5,1,"Mershon, Ralph D.",New York,NY,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,5405,0,0,1,1,14,194,2,V&I,NY,ED,0,7/22/32,"Ralph D. Mershon and Electro Formation, Inc.",John Frederick O'Neill (d/b/a Radio Service Engineers),none,1,1,23,64,2,2,8/17/34,0,R&R,na,na,na,na,na,na
95,1141402,6/1/15,6/19/13,6/19/13,na,0,0,0,361,508,205/148; 252/62.2,H01G,5,1,"Mershon, Ralph D.",New York,NY,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,3608,0,0,1,1,29,184,2,INV,MA,na,0,4/2/36,Ralph D. Mershon et al.,Sprague Specialties Co.,none,1,1,34,372,2,1,8/23/37,1,affirmed,na,na,na,na,na,na
96,1141415,6/1/15,3/20/15,3/20/15,na,0,0,0,102,519,none,F42B,4,1,"Richardson, William King",Leavenworth,KS,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,A-200,0,0,1,1,7,194,1,NINF,na,USCC,0,12/1/30,William King Richardson,The United States,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
97,1142361,6/8/15,2/14/13,2/14/13,na,0,0,0,210,754,none,C02F,12,1,"Ornstein, Georg",New York,NY,US,Electro Bleaching Gas Company,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,1,1,2,36,1,V&I,NY,ED,0,5/28/29,"Electic Bleaching Gas Co. and Wallace & Tiernan Co., Inc.",Greenport Sewage Co.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
98,1142361,6/8/15,2/14/13,2/14/13,na,0,0,0,210,754,none,C02F,12,1,"Ornstein, Georg",New York,NY,US,Electro Bleaching Gas Company,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,1,1,2,415,1,V&I,NY,ND,0,8/31/29,"Wallace & Tiernan Co., Inc.",City of Syracuse et al.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
99,1142361,6/8/15,2/14/13,2/14/13,na,0,0,0,210,754,none,C02F,12,1,"Ornstein, Georg",New York,NY,US,Electro Bleaching Gas Company,na,na,omitted,na,na,na,na,na,na,na,na,na,262,0,0,1,1,7,162,1,V&I,RI,na,0,10/9/30,Electro Bleaching Gas Co. et al.,The Pascoag Water Co.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
100,1142361,6/8/15,2/14/13,2/14/13,na,0,0,0,210,754,none,C02F,12,1,"Ornstein, Georg",New York,NY,US,Electro Bleaching Gas Company,na,na,omitted,na,na,na,na,na,na,na,na,na,2835,0,0,1,1,7,216,1,V&I,NJ,na,0,10/29/30,Electro Bleaching Gas Co. et al.,Paradon Mfg. Co. et al.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
101,1147660,7/20/15,9/23/13,9/23/13,na,0,0,0,173,138,104/14; 173/137; 173/171; 279/101; 279/19.6; 91/234,na,7,1,"Vaughan, George W.",New York,NY,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,723,0,0,1,1,5,185,1,V&I,DE,na,0,4/21/30,Ingersoll-Rand Co.,Gardner-Denver Co.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
102,1149131,8/3/15,6/2/14,6/2/14,na,0,0,0,43,24,none,A01K,8,2,"Haberl, Paul A.",Denver,CO,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,1,1,18,277,2,V&I,NY,ND,0,8/18/33,Paul A Haberl and Perfection Tip Co.,Horrocks-Ibbotson Co.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
103,1153089,9/7/15,2/15/15,2/15/15,na,0,0,0,417,134,261/DIG.35,F02M,2,1,"Webb, Jay",Chicago,IL,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,1,INV,IL,ND,0,unknown,Webb Jay and Stewart-Warner Speedometer Corp.,"Byrne, Kingston & Co.",none,1,1,2,70,1,7,7/7/29,1,affirmed,na,na,na,na,na,na
104,1153217,9/14/15,3/7/13,3/7/13,na,0,0,0,165,112,165/DIG.191,na,10,1,"Grace, John F.",New York,NY,US,"Worthington, Henry R.",na,na,omitted,na,na,na,na,na,na,na,na,na,52-72,0,0,1,1,28,53,1,NINF,NY,SD,0,12/13/35,Worthington Pump & Machinery Corp.,Ingersoll-Rand Co.,none,1,1,32,216,1,2,1/4/37,1,affirmed,na,na,na,na,na,na
105,1155532,10/5/15,8/13/12,8/13/12,na,0,0,0,125,11.12,125/11.21,B24B,14,1,"Ward, Frederick Alexander",Detroit,MI,US,Gear Grinding Machine Company,Detroit,MI,US,na,na,na,na,na,na,na,na,na,454,0,0,1,1,12,152,4,V&I,MI,ED,0,12/30/31,Gear Grinding Machine Co.,Detroit Gear and Machine Co.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
106,1155532,10/5/15,8/13/12,8/13/12,na,0,0,0,125,11.12,125/11.21,B24B,14,1,"Ward, Frederick Alexander",Detroit,MI,US,Gear Grinding Machine Company,Detroit,MI,US,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,4,V&I,MI,ED,0,unknown,Gear Grinding Machine Co.,Reo Motor Car Co.,none,1,1,6,9,4,6,6/13/30,1,affirmed,na,na,na,na,na,na
107,1156122,10/12/15,2/11/15,10/20/13,na,0,0,0,106,164.6,106/282; 206/524.5,na,24,1,"Woodley, James C.",Evanston,IL,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,1,INV,MN,na,0,unknown,James C. Woodley et al.,The American Container Corp.,none,1,1,8,287,1,8,2/20/31,1,affirmed,na,na,na,na,na,na
108,1157046,10/19/15,1/12/12,1/12/12,na,0,0,0,312,34.4,none,A47K,14,1,"Rousso, Jacques",Chicago,IL,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,2,INV,MI,ED,0,unknown,Jacques Rousso,First National Bank in Detroit et al.,none,1,1,4,414,2,6,1/16/30,0,rev(V&I),na,na,na,na,na,na
109,1157175,10/19/15,7/18/14,5/12/08,na,0,0,1,59,8,59/6,B21L,29,1,"Osswald, Herman",Greenlawn,NY,US,Locke Steel Chain Company,Great River,NY,US,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,3,INV,IL,ND,0,unknown,The Locke Steel Chain Co.,Link Belt Co.,none,1,1,5,544,3,7,3/19/30,1,affirmed,na,na,na,na,na,na
110,1157699,10/26/15,3/13/15,3/13/15,na,0,0,0,101,88,none,B41K,27,1,"Kern, Maximilian H.",Ridgewood,NY,US,Roberts Numbering Machine Company,Brooklyn,NY,US,na,na,na,na,na,na,na,na,na,4943,0,0,1,1,8,532,1,V&I,NY,ED,0,3/23/31,Roberts Numbering Machine Co.,Wetter Numbering Machine Co.,none,1,1,12,168,1,2,12/7/31,0,rev(NINF),na,na,na,na,na,na
111,1157900,10/26/15,5/3/09,5/3/09,na,0,0,0,52,209,52/204.67,na,11,1,"Plym, Francis J.",Niles,MI,US,Kawneer Mfg. Co.N,Niles,MI,US,na,na,na,na,na,na,na,na,na,543,0,0,1,1,10,208,1,V&I,PA,MD,0,8/15/31,The Kawneer Co.,Edward F. and Thomas McHugh (d/b/a Edward F. McHugh Co.),none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
112,1158096,10/26/15,2/9/14,2/9/14,na,0,0,0,112,83,112/93,D05C,1,1,"Zahn, Robert",Plauen,na,DE,"Rietzsch, Alfred",Plauen,na,DE,na,na,na,na,na,na,na,na,na,notcapt,0,0,1,1,27,179,4,V&I,NJ,na,0,6/26/35,Vogtlandishe Mashinen-Fabrik and Zahn,Paradis et al.,none,1,1,29,6,4,3,3/19/36,1,affirmed,na,na,na,na,na,na
113,1160338,11/16/15,10/9/12,10/9/12,na,0,0,0,112,92,none,D05C,5,1,"Stellmacher, Wilhelm Albert",Arbon,na,CH,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,1,1,27,179,4,V&I,NJ,na,0,6/26/35,Vogtlandishe Mashinen-Fabrik and Zahn,Paradis et al.,none,1,1,29,6,4,3,3/19/36,1,affirmed,na,na,na,na,na,na
114,1163306,12/7/15,11/10/10,11/10/10,na,0,0,0,323,295,307/104,na,32,1,"Armstrong, Ralph W.",New York,NY,US,The Safety Car Heating & Lighting Company,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,1,0,nocite,nocite,nocite,4,NINF,IL,ND,0,unknown,Safety Car Heating and Lighting Co.,Marshall Electric Co.,none,1,1,23,189,4,7,6/27/34,0,rev(V&I),na,na,na,na,na,na
115,1166523,1/4/16,11/23/14,11/23/14,na,0,0,0,440,63,248/642; 440/61S; 440/61T; 440/88C; 440/88M; 440/88R,B63H,6,2,"Hult, Carl Alrik",Stockholm,na,SE,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,3,NINF,IL,ND,0,unknown,Johnson Brothers Engineering Corp. and Johnson Motor Co.,Walter L. Masters,none,1,1,8,500,3,7,3/11/31,1,affirmed,na,na,na,na,na,na
116,1166758,1/4/16,7/1/14,7/1/14,na,0,0,0,236,14,122/449; 126/285B; 196/132; 236/15C; 236/15R; 236/24.5; 236/26R; 236/78A; 236/78R,na,5,1,"Gibson, George H.",Montclair,NJ,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,6,NINF,DE,na,0,unknown,George H. Gibson et al.,Smoot Engineering Corp.,none,1,1,5,553,6,3,5/7/30,1,affirmed,na,na,na,na,na,na
117,1167343,1/4/16,10/3/14,10/3/14,na,0,0,0,236,14,110/101C; 110/103; 110/188; 110/269; 110/327; 122/448.3; 236/15C; 236/15R; 236/24.5; 236/85; 236/DIG.1; 48/87,na,16,1,"Gibson, George H.",Montclair,NJ,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,6,V&I,DE,na,0,unknown,George H. Gibson et al.,Smoot Engineering Corp.,none,1,1,5,553,6,3,5/7/30,1,affirmed,na,na,na,na,na,na
118,1168000,1/11/16,5/27/15,5/27/15,na,0,0,0,132,237,132/255,A45D,7,1,"Herrmann, Paul E.",New York,NY,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,1,1,2,131,4,INV,NY,SD,0,5/25/29,Paul E. Herrmann et al.,Charles Nessler et al.,none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
119,1171441,2/15/16,2/27/14,2/27/14,na,0,0,0,238,9,none,E01C,8,1,"Innes, Harry C.",Cincinnati,OH,US,The Philip Carey Manufacturing Company,Lockland,OH,US,na,na,na,na,na,na,na,na,na,notcapt,0,0,1,1,6,266,1,V&I,NY,ND,0,8/6/30,Philip Carey Mfg. Co.,Henry Dumary,Albany Milling Corp.,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
120,1171982,2/15/16,8/12/14,8/12/14,na,0,0,0,112,407,none,A44B,7,1,"Roseman, Leo",Brooklyn,NY,US,R. K. M. Mfg. Company,na,na,omitted,na,na,na,na,na,na,na,na,na,5403,0,0,1,1,14,141,4,V&I,NY,ED,0,7/25/32,Yale Hook & Eye Co.,"Waldes Koh-I-Noor, Inc.",none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
121,1172322,2/22/16,3/13/15,3/13/15,na,0,0,0,174,12R,174/21R; 174/73.1,H02G,7,1,"Torchio, Philip",New York,NY,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,5474,0,0,1,1,14,158,1,INV,NY,ED,0,7/13/32,Electric Cable Joint Co.,"Brooklyn Edison Co., Inc.",none,1,1,19,93,1,2,9/21/33,1,affirmed,na,na,na,na,na,na
122,1172322,2/22/16,3/13/15,3/13/15,na,0,0,0,174,12R,174/21R; 174/73.1,H02G,7,1,"Torchio, Philip",New York,NY,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,1,INV,OH,ND,0,unknown,Metropolitan Device Corp.,The Cleveland Electric Illuminating Co.,none,1,1,3,292,1,6,12/6/29,0,rev(V&I),na,na,na,na,na,na
123,1172724,2/22/16,7/31/15,7/31/15,na,0,0,0,5,406,none,B60N,3,2,"Murray, William A.",Cincinnati,OH,US,The William A. Murray Spring Company,Cincinnati,OH,US,na,na,na,na,na,na,na,na,na,notcapt,0,0,0,nocite,nocite,nocite,1,NINF,PA,WD,0,unknown,The William A. Murray Spring Co.,Fort Pitt Bedding Co.,none,1,1,5,171,1,3,6/18/30,0,rev(V&I),na,na,na,na,na,na
124,1172808,2/22/16,3/31/15,3/31/15,na,0,0,0,193,48,414/680,na,9,2,"Lathrop, Harry D.",Chicago,IL,US,none,na,na,omitted,na,na,na,na,na,na,na,na,na,201; 331,0,0,1,1,20,155,12,NINF,NY,WD,0,11/15/33,Harry D. Lathrop,"Oakes & Burger, Inc.",none,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
